timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2,body_coords
task1_9_2_0-4_trial_34_12,Show me Left Arm,6,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_16,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_17,Show me left shoulder,14,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_18,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_19,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_20,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_21,Show me right ankle,19,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_22,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_23,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_24,Show me Right Leg,7,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_25,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_34_26,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_35_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_3,Show me rigth hip,17,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_4,Show me left wrist,16,0,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_6,Show me Right Arm,4,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_9,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_10,Show me right knee,18,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_11,Show me right shoulder,9,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_35_12,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_36_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_3,Show me Lower Body,3,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_4,Show me right wrist,11,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_6,Show me left elbow,15,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_8,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_9,Show me left shoulder,14,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_10,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_11,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_12,Show me right wrist,11,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_16,Show me Right Leg,7,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_18,Show me neck,13,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_19,Show me left knee,21,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_20,Show me right elbow,10,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_21,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_36_22,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_37_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_3,Show me Lower Body,3,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_4,Show me right knee,18,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_6,Show me right wrist,11,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_7,Show me neck,13,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_8,Show me left elbow,15,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_9,Show me right elbow,10,2,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_10,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_11,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_12,Show me right ankle,19,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_13,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_15,Show me left wrist,16,1,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_16,Show me right shoulder,9,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_17,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_18,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_19,Show me left shoulder,14,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_20,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_21,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_22,Show me Left Leg,8,2,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_23,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_24,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_25,Show me left ankle,22,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_37_26,Show me left ankle,22,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_38_1,Show me Right Arm,4,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_3,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_5,Show me Upper Body,2,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_6,Show me right elbow,10,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_7,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_8,Show me right knee,18,0,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_9,Show me Upper Body,2,1,0,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_10,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_11,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_12,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_13,Show me right elbow,10,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_14,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_15,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_16,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_17,Show me Lower Body,3,0,1,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_18,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_19,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_20,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_21,Show me Torso,5,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_22,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_23,Show me Right Leg,7,2,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_24,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_38_25,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_9_2_0-4_trial_39_1,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_39_2,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_39_3,Show me Right Leg,7,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_39_4,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
task1_9_2_0-4_trial_39_5,Show me left wrist,16,1,2,Task1_9.png,Is the person in the image running or walking?,Running,Walking,task1_img9_all_layer_coords.csv
